2.23,19.17,0
2.35,18.85,0
2.91,19.98,12.88
3.77,22.62,81.1
4.08,25.14,185.25
4.08,27.02,271.98
4.12,28.56,315.15
4.34,29.7,315.33
4.65,30.33,328.98
4.91,30.4,293.23
5.06,29.91,276.83
5.05,28.85,191
4.5,27,87.15
3.08,23.69,7.6
3.19,22.26,0
3.01,21.36,0
2.68,20.52,0
2.44,19.76,0
2.31,19.05,0
2.22,18.43,0
2.16,17.94,0
2.09,17.55,0
2.04,17.29,0
2.11,17.02,0
2.29,16.65,0
2.42,16.31,0
2.3,17.72,16.38
2.8,21.14,113.35
3.29,24.37,221.17
3.91,26.78,313.05
4.33,28.53,375.6
4.57,29.67,404.17
4.75,30.26,400.8
4.86,30.37,363.2
4.96,29.93,294.5
4.87,28.87,197.85
3.94,26.73,88.9
2.91,22.48,7.7
2.92,20.83,0
2.78,19.84,0
2.67,19,0
2.58,18.27,0
2.47,17.65,0
2.31,17.16,0
2.07,16.82,0
1.82,16.72,0
1.71,16.41,0
1.77,15.9,0
1.87,15.55,0
1.88,15.36,0
1.73,16.45,16.55
1.85,20.26,113.45
1.22,24.36,220.9
2.41,27.1,312.1
3.08,28.83,374.9
3.65,29.91,403.17
4.14,30.46,399.9
4.52,30.48,362.65
4.74,30.01,293.55
4.73,28.9,200.12
3.88,26.68,92.3
2.99,22.46,8.23
3.05,20.93,0
2.84,20.08,0
2.6,19.4,0
2.4,18.87,0
2.02,18.66,0
1.45,18.98,0
0.89,19.1,0
0.62,19.06,0
0.77,18.58,0
1.13,17.75,0
1.49,16.99,0
1.75,16.41,0
1.81,17.4,16.58
1.92,20.83,111.75
0.68,24.74,218.73
1.51,27.2,309.58
2.05,28.83,373.4
2.51,30.1,407.7
2.98,30.9,404.17
3.44,31.22,366.58
3.79,31,296.6
4.09,30.12,201
3.78,28.01,92.02
3.15,23.79,8.4
3.38,22.23,0
3.04,21.21,0
2.56,20.33,0
2.22,19.71,0
1.68,19.65,0
1.28,19.62,0
1.49,18.92,0
1.91,18.01,0
2.16,17.34,0
2.31,16.93,0
2.4,16.66,0
2.42,16.51,0
2.27,18.15,14.8
2.47,21.83,101.33
2.24,25.16,206.83
2.54,27.73,297.98
2.75,29.55,362.55
2.96,30.88,383.25
3.15,31.62,378.17
3.33,31.84,345.08
3.63,31.51,274.73
3.94,30.5,181.17
3.74,28.4,83.27
3.02,24.56,7.45
3.42,23.1,0
3.32,22.12,0
2.87,21.23,0
2.47,20.49,0
2.27,19.87,0
2.18,19.31,0
2.17,18.89,0
2.18,18.58,0
2.14,18.32,0
2.09,18.13,0
2.07,17.94,0
2.08,17.75,0
2.07,19.19,14.48
2.32,22.59,93.15
2.55,25.58,192.98
2.82,27.9,281.27
3.13,29.74,346.25
3.5,31.04,362.33
3.85,31.86,373.75
4.16,32.19,343.65
4.52,31.97,269.15
4.94,31.02,178.4
5.04,29,82.1
4.81,25.74,7.67
5.34,24.06,0
5.14,23.03,0
4.69,22.33,0
4.05,21.77,0
3.36,21.31,0
2.87,20.81,0
2.65,20.36,0
2.55,19.97,0
2.4,19.57,0
2.28,19.19,0
2.19,18.87,0
2.15,18.6,0
2.24,20.09,14.33
2.39,23.44,90.88
2.68,26.33,187.48
2.51,28.44,266.38
2.43,30.29,343.12
2.58,31.66,399.38
2.89,32.51,398.88
3.31,32.78,364.12
3.82,32.47,293.67
4.33,31.4,197.25
4.44,29.26,89.7
3.95,25.58,8.73
4.22,23.87,0
3.72,22.74,0
3.13,21.89,0
2.6,21.15,0
2.31,20.52,0
2.23,19.97,0
2.22,19.46,0
2.21,18.99,0
2.13,18.65,0
2.04,18.41,0
2.05,18.17,0
2.07,17.93,0
2.12,19.48,16
2.39,22.98,102.9
2.63,25.97,215.98
2.84,28.24,306.02
2.85,30.35,373.77
2.69,31.94,400.52
2.55,32.92,399.05
2.74,33.27,362.45
3.15,33.05,293.27
3.66,32.08,198.52
3.96,29.8,92.35
3.89,25.62,9.2
4.32,23.94,0
3.72,22.81,0
3.02,21.94,0
2.38,21.21,0
2.03,20.6,0
1.94,20.12,0
1.87,19.76,0
1.82,19.53,0
1.76,19.42,0
1.76,19.27,0
1.82,19.07,0
1.8,18.99,0
1.77,20.37,15.1
2.13,23.26,103.52
2.42,25.76,208.8
2.69,28.04,295.48
2.97,29.94,360.95
3.27,31.31,401.02
3.55,32.07,399.83
3.85,32.25,362.02
4.07,31.85,293.1
4.27,30.84,198.12
4.25,28.89,92.92
3.38,25.33,9.27
3.8,23.84,0
3.54,22.83,0
3,21.97,0
2.44,21.2,0
2.12,20.56,0
2.02,20.05,0
1.96,19.83,0
1.84,20.15,0
1.76,20.34,0
1.68,20.37,0
1.65,20.36,0
1.69,20.3,0
1.84,21.46,14.42
2.85,24.15,90.48
3.35,26.47,189.02
3.38,28.38,243.75
3.47,30.06,319.48
3.7,31.23,348.5
4.03,31.79,348.45
4.43,31.65,316.9
4.89,31.04,245.98
5.28,29.95,171.3
5.09,28.15,78.73
3.66,25.58,8.42
3.09,24.03,0
2.62,23.1,0
2.29,22.3,0
2.18,21.61,0
2.13,21,0
2.08,20.48,0
2.06,20.12,0
2.07,20.24,0
2.12,20.18,0
2.17,20.08,0
2.18,19.85,0
2.21,19.51,0
2.33,20.69,14.95
3.61,24.03,96.7
4.52,26.63,189.65
4.68,28.51,258.15
4.82,29.96,335.5
5.03,30.96,381.15
5.22,31.44,382.02
5.31,31.35,334.27
5.38,30.77,271.23
5.35,29.64,184.23
4.88,27.86,86.23
3.45,24.87,9.08
3.26,23.18,0
2.84,22.19,0
2.46,21.4,0
2.25,20.75,0
2.16,20.16,0
2.11,19.67,0
2.01,19.26,0
1.87,18.97,0
1.66,18.87,0
1.47,18.81,0
1.34,18.73,0
1.25,18.64,0
1.17,19.68,14.9
1.91,22.92,100.58
3.55,25.9,205.17
3.95,27.92,286.67
4.25,29.58,361.7
4.5,30.8,379.5
4.77,31.43,356.48
5.03,31.51,331.3
5.14,30.98,272.02
5.12,29.85,184.62
4.85,28.02,89.33
3.68,25.06,9.48
4.01,23.61,0
3.67,22.57,0
3.15,21.76,0
2.68,21.08,0
2.38,20.49,0
2.23,19.98,0
2.13,19.51,0
2.04,19.12,0
1.92,18.86,0
1.79,18.69,0
1.65,18.63,0
1.51,18.59,0
1.39,19.84,15.38
2.31,23.28,92.77
3.66,26.25,189.73
3.98,28.19,270.65
4.03,29.8,253.23
3.99,30.99,302.75
4.02,31.7,312.55
4.14,31.83,281.52
4.31,31.43,205.48
4.58,30.44,137.52
4.73,28.61,66.1
3.9,25.36,8.83
4.44,23.79,0
4.29,22.77,0
3.61,21.96,0
2.87,21.23,0
2.49,20.6,0
2.28,20.06,0
2.19,19.6,0
2.11,19.23,0
1.91,19.05,0
1.55,19.16,0
1.12,19.34,0
0.76,19.43,0
0.67,20.41,16.12
1.4,23.54,100.15
2.43,26.35,206.85
2.55,28.4,307.7
2.71,30.13,359.67
3.03,31.4,390.1
3.45,32.15,394.2
3.85,32.35,354.55
4.4,32,291.92
5.05,30.88,197.7
5.48,28.84,93.9
4.8,25.44,10.38
4.89,23.51,0
4.38,22.41,0
3.51,21.51,0
2.72,20.7,0
2.35,20.06,0
2.19,19.58,0
1.94,19.32,0
1.6,19.39,0
1.22,19.51,0
0.98,19.42,0
1.09,19.07,0
1.36,18.7,0
1.53,19.83,16.2
1.81,23.3,103.35
2.91,26.25,198.95
3.14,28.2,288.35
3.32,29.91,366.77
3.6,31.19,382.02
3.93,31.9,384.58
4.3,32.05,360.6
4.75,31.58,281.98
5.22,30.39,190.33
5.42,28.35,89.95
4.68,25.08,10.4
4.71,23.28,0
4.15,22.26,0
3.47,21.47,0
2.82,20.78,0
2.38,20.2,0
2.2,19.73,0
2.12,19.34,0
2.11,19.02,0
2.22,19,0
2.27,19.01,0
2.32,18.8,0
2.34,18.53,0
2.58,20.15,15.8
3.51,23.55,97.4
4.01,26.17,201.65
4.08,28.21,287.98
4.1,29.99,346.4
4.18,31.33,392.77
4.33,32.12,384.4
4.51,32.36,338.4
4.65,31.87,275.15
4.78,30.76,188.9
5.01,28.96,92.25
4.59,26.04,9.58
5.05,24.25,0
4.7,23.24,0
3.69,22.52,0
3.03,22.04,0
2.33,21.43,0
2.08,20.93,0
2.03,20.52,0
1.97,20.18,0
1.93,19.89,0
1.89,19.62,0
1.86,19.36,0
1.83,19.12,0
1.92,20.51,15.7
2.78,23.86,89.42
3.63,26.57,180.65
3.81,28.59,246.12
3.83,30.34,304.12
3.73,31.64,364.23
3.65,32.48,371.98
3.79,32.64,330
4.13,32.35,275.92
4.76,31.21,189.4
5.49,29.5,93.2
5.43,26.58,10
5.73,24.58,0
4.98,23.4,0
4.05,22.66,0
3.08,22.14,0
2.5,21.76,0
2.04,21.65,0
1.68,21.52,0
1.47,21.36,0
1.48,21.26,0
1.46,21.27,0
1.31,21.26,0
1.15,21.23,0
1.05,22.09,16.27
2.08,24.32,87.55
3.04,26.53,189.95
3.51,28.65,258.7
3.89,30.3,324.27
4.26,31.18,345.85
4.68,31.41,320.12
5.23,31.37,282.08
5.73,30.58,221.25
6.09,29.5,154.98
6.14,27.97,69.27
5.1,25.91,9.65
4.62,24.53,0
4.08,23.52,0
3.77,22.76,0
3.31,22.15,0
2.76,21.58,0
2.35,21.08,0
2.19,20.75,0
2.1,20.46,0
2.06,20.17,0
2.08,19.94,0
2.12,20,0
2.11,20.04,0
2.62,21.53,14
3.92,24.39,83.38
4.49,26.76,190.67
4.61,28.62,235.9
4.75,30.21,321.52
4.94,31.4,347.12
5.2,32.1,335.88
5.55,32.18,312.12
5.97,31.51,251.5
6.34,30.26,187.75
6.43,28.29,84.38
5.56,25.8,10.9
4.8,23.91,0
4.21,22.82,0
3.66,22.1,0
3.2,21.57,0
2.77,21.11,0
2.57,20.77,0
2.61,20.64,0
2.64,20.7,0
2.46,20.55,0
2.3,20.31,0
2.3,20.13,0
2.27,20.03,0
2.9,21.36,14.17
4.23,24.15,109.65
4.75,26.49,202.88
4.83,28.47,254.48
5.01,30.15,279.05
5.24,31.37,332.25
5.47,32.08,342.48
5.69,32.2,311.08
5.95,31.62,238.33
6.15,30.38,160.33
6.07,28.47,83.4
5.19,26.1,11.7
5.01,24.51,0
4.51,23.37,0
3.98,22.58,0
3.41,21.9,0
2.95,21.24,0
2.67,20.55,0
2.56,19.98,0
2.54,19.53,0
2.54,19.12,0
2.54,18.77,0
2.51,18.51,0
2.5,18.3,0
2.64,20.4,15.8
3.88,24.05,89.92
4.65,26.76,176.8
4.9,28.76,235.5
5.22,30.35,284.48
5.55,31.48,312.3
5.8,32.07,318.52
5.96,32.05,281.65
6.02,31.54,227.67
5.97,30.46,157.92
5.77,28.69,79.45
4.33,25.69,11.38
4.44,23.87,0
4.17,22.75,0
3.51,21.81,0
2.96,21.02,0
2.58,20.3,0
2.4,19.65,0
2.33,19.12,0
2.25,18.72,0
2.16,18.4,0
2.12,18.04,0
2.18,17.71,0
2.29,17.37,0
2.56,19.36,18.92
3.29,23.25,116.65
4.16,26.73,228.27
4.64,29.11,322.17
4.78,30.88,387.88
4.83,32.26,415.42
4.89,33.12,412.15
4.98,33.42,373.58
5.2,33.08,302.62
5.5,32.07,206.25
5.63,30.12,98.4
4.68,26.73,12.3
5.01,24.67,0
4.33,23.29,0
3.2,22.24,0
2.23,21.42,0
1.66,20.73,0
1.17,20.46,0
0.32,20.51,0
0.55,20.01,0
1.16,19.16,0
1.55,18.44,0
1.79,17.83,0
1.92,17.37,0
2.1,19.08,17.35
1.18,22.7,104.7
1.57,26.55,204.4
2.25,29.27,300.62
2.87,31.27,369.23
3.41,32.77,407.67
3.86,33.68,406.25
4.24,34.02,369.4
4.58,33.72,299.95
4.79,32.8,204.3
4.66,30.9,98.1
3.67,26.48,12.05
4.29,24.47,0
4.01,23.02,0
3.17,21.83,0
2.4,20.83,0
2.06,20.08,0
1.75,19.69,0
1.49,19.51,0
1.52,19,0
1.76,18.26,0
2.06,17.46,0
2.34,16.82,0
2.52,16.44,0
2.75,18.69,18.33
2.6,22.87,107.35
0.64,26.99,215.92
1.01,30.51,310.42
2.39,33.12,377.92
3.02,34.52,417.67
3.47,35.33,415.85
3.96,35.51,378.6
4.42,35.05,308.58
4.8,33.9,212.15
4.66,31.55,101.67
3.86,26.36,12.95
4.34,24.07,0
3.96,22.55,0
3.21,21.26,0
2.63,20.23,0
2.27,19.48,0
1.75,19.28,0
1.12,19.33,0
0.64,19.16,0
0.58,18.73,0
0.89,18.34,0
1.22,17.83,0
1.42,17.28,0
1.57,18.69,21.55
0.78,22.42,121.6
2.48,25.98,230.75
3.43,29.03,322.98
3.97,31.25,390.02
4.41,32.78,431.25
4.77,33.59,429.85
5.14,33.77,392.33
5.45,33.23,322.9
5.64,31.94,226.67
5.44,29.73,113.33
3.94,25.21,14.73
4.2,22.99,0
3.64,21.61,0
2.95,20.43,0
2.55,19.51,0
2.36,18.76,0
2.11,18.27,0
1.73,18.2,0
1.27,18.35,0
0.89,18.14,0
0.66,18.24,0
0.49,18.05,0
0.4,17.81,0
0.26,18.64,22.95
0.88,21.58,130.1
2.8,25.48,243.02
3.12,28.04,324.1
3.38,30.19,393.45
3.67,31.76,420.77
3.93,32.76,411.83
4.2,33.2,388.88
4.46,32.95,320.2
4.7,31.98,223.15
4.58,29.94,110.3
3.3,25.1,14.45
3.66,23,0
3.51,21.8,0
2.98,20.68,0
2.61,19.77,0
2.39,19.05,0
2.18,18.52,0
1.89,18.28,0
1.6,18.26,0
1.36,18.19,0
1.29,17.99,0
1.41,17.67,0
1.47,17.43,0
1.46,18.82,22.77
0.85,22.43,126.3
2.41,26.19,238.48
3.08,28.84,332.4
3.62,30.97,398.6
4,32.44,423.88
4.33,33.34,421.15
4.6,33.63,382.95
4.84,33.25,312.33
5.03,32.19,215.23
5.06,30.26,104.2
3.95,26.63,13.85
4.59,24.7,0
4.19,23.4,0
3.14,22.43,0
2.19,21.57,0
1.93,20.73,0
1.79,20.17,0
1.53,19.94,0
1.12,20.01,0
0.7,20.2,0
0.31,20.16,0
0.14,19.95,0
0.59,19.58,0
0.89,20.21,16.8
1.17,23.16,113.77
2.32,25.76,215.4
2.91,27.95,317.1
3.41,29.84,377.75
3.8,31.16,391.83
4.05,31.93,391.58
4.22,32.08,342.8
4.48,31.67,284.67
4.82,30.67,197.95
5.05,28.89,94.05
4.3,25.94,11.73
4.62,23.98,0
4.09,22.62,0
3.34,21.58,0
2.7,20.75,0
2.27,19.97,0
2.09,19.29,0
1.94,18.76,0
1.71,18.46,0
1.45,18.36,0
1.2,18.25,0
1.05,18.09,0
1.02,17.87,0
1.09,19.05,17.7
2.22,22.49,105.77
3.28,25.52,180.17
3.51,27.95,304.25
3.7,30,335.67
3.88,31.62,420.9
4.08,32.63,424.2
4.26,33.05,386.45
4.49,32.75,314.88
4.76,31.73,222.3
4.92,29.81,110.95
3.72,25.93,12.58
4.25,23.86,0
4.1,22.58,0
3.28,21.5,0
2.75,20.67,0
2.52,19.96,0
2.43,19.3,0
2.4,18.69,0
2.4,18.12,0
2.34,17.62,0
2.26,17.21,0
2.19,16.87,0
2.13,16.57,0
2.17,18.72,23.83
2.26,22.54,122.98
2.51,25.58,224.38
2.79,28.22,315.15
3.1,30.59,384.42
3.56,32.38,381.67
4.13,33.4,360.92
4.69,33.67,337.08
5.2,33.2,276.2
5.67,31.97,208.38
5.97,29.91,103.92
5.17,26.63,14.48
5.33,24.48,0
4.73,23.1,0
4.03,22.18,0
3.33,21.5,0
2.68,20.87,0
2.32,20.35,0
2.23,19.98,0
2.22,19.77,0
2.22,19.67,0
2.28,19.73,0
2.22,19.92,0
2.21,19.93,0
3.14,21.83,22.23
4.44,24.85,110.95
4.58,27.31,208.35
4.57,29.55,262.92
4.8,31.36,321.1
5.25,32.61,353.58
5.84,33.19,365.12
6.36,33.17,319.92
6.7,32.38,259.75
6.83,31,186.75
6.63,29.09,90.17
5.64,26.63,12.75
4.5,24.69,0
3.74,23.52,0
3.11,22.71,0
2.62,22.05,0
2.27,21.45,0
2.12,20.9,0
2.09,20.42,0
2.05,20.04,0
1.97,19.74,0
1.9,19.58,0
1.88,19.51,0
1.95,19.4,0
2.39,21.4,18.2
